ID,Roaming,International,Local,Dropped,Paymethod,LocalPlan,RoamingPlan,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,Overall Satisfaction,Churn
231,26.390000,0.000000,103.120000,0,CC,FreeLocal,Standard,F,M,2,21419.900000,N,129.510000,59.833333,1,Current
232,5.830000,8.320000,63.280000,0,Auto,FreeLocal,Standard,F,M,2,30665.200000,Y,77.440000,22.880000,3,Current
233,6.080000,0.000000,30.950000,0,Auto,FreeLocal,Intnl_discount,F,M,1,66000.000000,Y,37.040000,63.353333,2,Vol
234,16.600000,0.000000,113.310000,1,CH,Budget,Standard,F,M,2,50561.300000,N,129.910000,52.000000,2,Vol
236,22.430000,0.000000,41.710000,0,CC,Budget,Intnl_discount,F,S,2,23464.000000,Y,64.140000,70.000000,3,Vol
237,28.260000,0.000000,38.950000,0,CC,FreeLocal,Standard,F,M,2,194.570000,N,67.210000,42.000000,4,Current
238,17.580000,0.000000,8.850000,0,CH,FreeLocal,Intnl_discount,F,M,1,98680.400000,Y,26.440000,55.000000,4,Vol
239,13.560000,0.000000,144.660000,0,CC,Budget,Standard,M,M,1,65619.700000,Y,158.220000,46.000000,3,Current
240,10.910000,0.000000,93.610000,0,CC,Budget,Standard,F,M,1,95620.300000,Y,104.530000,52.000000,2,Current
241,22.480000,0.000000,151.610000,0,Auto,FreeLocal,Intnl_discount,F,S,0,85275.000000,N,174.090000,47.000000,2,Vol
242,15.700000,0.000000,8.970000,0,CC,FreeLocal,Intnl_discount,F,M,1,66921.400000,Y,24.670000,43.000000,3,Current
243,13.720000,0.000000,11.650000,0,Auto,FreeLocal,Standard,F,M,1,98453.600000,Y,25.380000,46.000000,3,Vol
244,25.000000,0.000000,10.620000,0,CC,FreeLocal,Intnl_discount,F,M,2,94026.800000,Y,35.630000,27.746667,3,Vol
246,25.180000,0.000000,252.530000,1,Auto,Budget,Standard,F,S,2,57420.000000,Y,277.720000,61.000000,2,Current
247,3.930000,3.730000,26.690000,1,CH,FreeLocal,Standard,M,M,0,77000.000000,N,34.350000,44.000000,4,Vol
249,17.480000,0.000000,39.620000,0,CC,Budget,Intnl_discount,M,M,2,47639.100000,N,57.110000,48.000000,4,Current
250,0.000000,0.000000,1.160000,0,CH,FreeLocal,Intnl_discount,F,M,2,63234.500000,Y,1.160000,52.360000,3,Current
254,0.080000,0.000000,10.390000,0,CC,FreeLocal,Standard,F,M,2,18296.400000,Y,10.470000,42.626667,3,Current
255,22.870000,0.280000,103.520000,1,CC,FreeLocal,Standard,F,S,0,39461.000000,N,126.680000,22.226667,4,Current
257,22.820000,0.000000,63.290000,0,Auto,FreeLocal,Standard,F,S,1,68000.000000,N,86.120000,60.000000,3,Current
260,25.790000,0.000000,125.520000,2,CH,FreeLocal,Standard,F,M,2,52957.000000,Y,151.320000,39.746667,2,Current
261,20.150000,0.000000,37.240000,0,Auto,Budget,Standard,F,S,2,86747.100000,N,57.400000,64.853333,3,Vol
263,21.630000,0.000000,139.200000,0,Auto,Budget,Standard,F,M,1,87404.600000,N,160.840000,63.186667,3,Vol
264,6.260000,4.920000,153.360000,0,CC,FreeLocal,Intnl_discount,M,S,2,20919.000000,N,164.540000,27.886667,2,Current
265,19.280000,2.020000,14.380000,1,Auto,Budget,Intnl_discount,F,M,2,85394.000000,Y,35.690000,20.160000,4,Current
266,2.020000,0.000000,36.780000,1,CC,FreeLocal,Standard,F,S,0,2121.360000,N,38.800000,39.786667,3,Vol
267,7.940000,0.000000,65.090000,0,CH,Budget,Intnl_discount,F,M,2,63566.100000,Y,73.030000,56.300000,2,Current
270,14.940000,1.960000,149.260000,0,CC,FreeLocal,Intnl_discount,F,S,0,89813.600000,N,166.180000,12.846667,4,Current
271,19.880000,9.570000,19.200000,0,CH,Budget,Standard,F,M,2,25738.400000,N,48.670000,50.080000,1,Current
272,21.970000,0.000000,19.880000,0,CC,FreeLocal,Intnl_discount,F,M,2,82644.200000,Y,41.850000,33.493333,4,Vol
273,4.970000,6.530000,18.070000,0,CC,FreeLocal,Standard,F,S,1,27783.600000,N,29.580000,14.040000,3,Current
276,11.700000,0.000000,28.700000,0,Auto,Budget,Intnl_discount,F,M,2,60485.500000,N,40.410000,41.666667,1,Vol
279,0.000000,0.000000,2.890000,0,CH,FreeLocal,Intnl_discount,F,M,2,809.430000,Y,2.890000,31.913333,1,Current
280,18.460000,5.360000,20.050000,0,CC,Budget,Standard,M,S,1,76529.800000,N,43.890000,58.280000,1,Current
281,29.180000,0.000000,116.570000,3,CH,Budget,Standard,F,M,2,34577.700000,N,145.750000,63.253333,2,Current
283,27.560000,0.000000,45.460000,0,Auto,Budget,Standard,F,M,0,80000.000000,N,73.020000,48.000000,3,Vol
284,10.540000,0.000000,137.190000,0,CC,FreeLocal,Standard,F,S,2,19008.400000,Y,147.740000,52.166667,4,Current
285,23.700000,0.000000,126.960000,0,Auto,FreeLocal,Standard,F,M,0,98056.300000,N,150.670000,55.966667,3,Vol
286,0.000000,0.000000,2.210000,0,CH,Budget,Standard,M,M,0,73400.000000,Y,2.210000,64.226667,4,Vol
288,2.000000,1.410000,43.230000,0,CH,Budget,Intnl_discount,M,M,0,78894.200000,N,46.650000,28.000000,2,Current
289,20.410000,8.890000,80.470000,0,CH,Budget,Intnl_discount,M,S,1,16432.100000,Y,109.780000,20.920000,1,Current
290,8.320000,4.280000,55.480000,0,CH,Budget,Intnl_discount,M,M,0,62797.900000,N,68.090000,54.446667,1,Current
291,14.270000,3.550000,45.920000,0,CC,Budget,Standard,M,S,1,71329.900000,Y,63.750000,42.233333,3,Vol
295,22.990000,7.160000,65.770000,0,CC,FreeLocal,Standard,F,S,0,20913.600000,N,95.930000,53.013333,4,Vol
298,12.340000,0.000000,7.750000,0,Auto,Budget,Intnl_discount,F,S,1,540.400000,Y,20.100000,39.213333,4,Vol
302,27.830000,5.190000,48.690000,0,CC,FreeLocal,Intnl_discount,M,M,2,67339.800000,N,81.720000,17.006667,2,Current
304,22.240000,7.020000,64.800000,0,CC,FreeLocal,Intnl_discount,M,M,1,75799.900000,N,94.060000,46.380000,3,Current
305,14.390000,0.000000,8.030000,0,CC,Budget,Standard,F,S,2,15688.500000,N,22.420000,53.060000,4,Vol
306,29.670000,8.760000,99.940000,0,CH,FreeLocal,Standard,F,S,0,43382.300000,N,138.370000,16.073333,2,Current
308,16.390000,5.990000,30.510000,0,CC,FreeLocal,Intnl_discount,F,S,0,5185.310000,N,52.900000,62.053333,2,Current
309,26.010000,0.000000,108.440000,0,CC,Budget,Standard,F,S,0,41000.000000,N,134.450000,16.060000,4,Current
310,22.960000,8.280000,75.270000,0,CH,Budget,Intnl_discount,F,S,0,32098.000000,N,106.530000,22.433333,2,Current
312,8.740000,0.000000,22.820000,0,CC,FreeLocal,Standard,F,M,2,80087.700000,N,31.560000,41.920000,4,Current
313,21.940000,0.000000,256.700000,0,CC,Budget,Standard,F,M,2,59691.300000,N,278.650000,38.040000,2,Current
315,28.420000,0.000000,113.480000,0,CC,FreeLocal,Standard,F,S,2,11251.100000,Y,141.910000,61.000000,2,Current
317,7.700000,4.550000,43.200000,0,CC,FreeLocal,Standard,M,M,0,70908.700000,N,55.470000,49.620000,4,Current
318,14.420000,5.610000,73.740000,0,CH,FreeLocal,Standard,M,S,0,94928.300000,N,93.780000,40.180000,4,Current
320,20.450000,2.070000,90.190000,0,Auto,FreeLocal,Standard,F,M,2,50622.300000,N,112.720000,40.460000,2,Current
322,16.200000,4.270000,18.840000,0,CC,FreeLocal,Intnl_discount,M,M,0,78000.000000,Y,39.320000,52.266667,3,Vol
326,29.550000,0.000000,62.810000,0,CH,Budget,Standard,M,M,0,100020.000000,Y,92.370000,52.266667,4,Vol
329,17.370000,6.210000,51.170000,0,CC,FreeLocal,Standard,F,M,1,56722.800000,N,74.770000,60.593333,2,Current
331,0.000000,0.000000,3.220000,0,CC,Budget,Intnl_discount,M,M,1,80000.000000,N,3.220000,53.213333,3,Vol
332,18.970000,0.000000,104.730000,0,CC,Budget,Standard,F,S,2,3416.620000,Y,123.700000,22.760000,4,Current
333,0.170000,0.000000,10.220000,0,Auto,Budget,Standard,F,M,0,73400.000000,Y,10.390000,55.633333,2,Current
334,15.270000,0.000000,25.620000,0,CC,FreeLocal,Standard,M,M,0,120000.000000,Y,40.900000,53.213333,4,Vol
335,29.680000,0.000000,59.080000,0,CC,FreeLocal,Standard,F,M,2,8032.160000,N,88.770000,45.666667,2,Current
336,18.940000,0.000000,25.180000,0,Auto,FreeLocal,Standard,F,S,1,93454.300000,Y,44.130000,48.533333,4,Vol
337,26.400000,0.000000,17.710000,0,CC,FreeLocal,Standard,M,M,0,5745.000000,Y,44.110000,15.380000,1,Vol
338,0.410000,7.350000,208.190000,0,Auto,Budget,Standard,F,S,0,83287.000000,N,215.960000,77.000000,4,Current
339,23.170000,0.000000,51.680000,0,Auto,FreeLocal,Standard,F,S,0,92564.100000,Y,74.860000,49.133333,3,Current
341,4.910000,3.140000,82.190000,0,CC,Budget,Intnl_discount,M,S,0,86448.200000,Y,90.250000,38.133333,2,Current
343,6.690000,0.000000,43.600000,0,CC,FreeLocal,Standard,F,M,2,48322.500000,Y,50.290000,49.333333,1,Current
346,6.700000,0.000000,46.330000,0,CC,FreeLocal,Standard,F,M,2,81913.800000,Y,53.030000,49.660000,1,Current
349,27.280000,0.000000,93.420000,0,CH,Budget,Standard,F,S,0,919.930000,N,120.710000,38.260000,3,Current
350,7.720000,0.000000,9.390000,1,CC,Budget,Standard,F,M,2,69486.800000,N,17.110000,30.946667,1,Current
351,0.000000,0.000000,2.000000,0,CH,Budget,Intnl_discount,F,M,2,24482.800000,N,2.000000,33.533333,4,Current
353,26.610000,0.000000,236.970000,0,CC,Budget,Standard,F,M,0,14573.600000,N,263.580000,64.606667,4,Vol
354,7.420000,0.000000,7.430000,0,CC,Budget,Standard,F,M,2,92103.800000,N,14.860000,52.153333,3,Current
355,25.030000,7.330000,54.800000,0,CH,Budget,Intnl_discount,F,S,2,8392.140000,Y,87.160000,36.680000,3,Vol
356,20.010000,0.000000,84.670000,0,CC,FreeLocal,Intnl_discount,F,S,0,17138.200000,N,104.690000,63.786667,3,Vol
358,2.540000,0.000000,164.760000,0,CC,Budget,Intnl_discount,F,M,2,47010.100000,N,167.310000,57.406667,1,Current
360,12.890000,0.000000,53.810000,0,Auto,FreeLocal,Intnl_discount,F,S,1,67239.400000,N,66.700000,44.433333,2,Current
361,6.900000,7.210000,128.100000,1,CC,FreeLocal,Standard,M,M,1,69406.700000,Y,142.230000,30.000000,2,Current
363,0.000000,0.000000,4.460000,0,CC,Budget,Standard,F,M,2,83259.300000,N,4.460000,50.880000,4,Current
365,1.710000,0.000000,116.140000,0,Auto,Budget,Standard,M,S,2,60095.200000,Y,117.850000,23.313333,2,Current
370,7.120000,0.000000,20.950000,1,CH,Budget,Standard,F,M,2,2185.600000,N,28.070000,52.513333,1,Current
372,21.680000,3.460000,17.370000,0,CC,FreeLocal,Standard,M,M,1,76511.300000,N,42.520000,62.080000,2,Current
374,25.770000,0.000000,8.840000,0,CH,FreeLocal,Standard,F,M,1,6946.070000,N,34.610000,23.000000,2,Vol
375,0.690000,0.000000,112.720000,0,CC,Budget,Standard,F,M,2,11234.700000,Y,113.420000,49.046667,3,Vol
377,0.000000,0.000000,3.360000,1,CH,Budget,Intnl_discount,F,M,2,36660.900000,Y,3.360000,39.960000,1,Vol
379,24.390000,5.930000,60.510000,0,CC,FreeLocal,Standard,F,M,2,68462.800000,N,90.840000,34.400000,2,Current
382,10.360000,0.000000,72.160000,0,CC,Budget,Standard,F,M,2,72841.300000,N,82.530000,47.020000,1,Vol
383,27.390000,0.000000,51.470000,0,Auto,FreeLocal,Standard,F,M,2,63670.800000,Y,78.870000,46.146667,2,Current
384,29.730000,5.240000,35.730000,0,CC,Budget,Standard,M,S,0,83287.000000,N,70.700000,45.486667,2,Current
385,20.440000,0.000000,100.080000,0,Auto,Budget,Standard,F,S,1,66000.000000,Y,120.530000,45.486667,1,Vol
386,7.000000,0.000000,65.930000,0,Auto,FreeLocal,Standard,M,M,0,12387.600000,N,93.850000,56.173333,2,Current
388,19.240000,0.000000,118.000000,0,Auto,FreeLocal,Standard,F,M,1,82931.300000,N,137.250000,64.640000,2,Current
389,17.010000,0.000000,27.290000,0,CH,Budget,Standard,F,M,2,57483.900000,N,44.300000,44.026667,2,Vol
391,10.870000,0.000000,32.430000,0,Auto,FreeLocal,Standard,F,S,2,21274.000000,N,43.310000,45.526667,2,Vol
392,21.870000,0.000000,192.530000,0,CC,FreeLocal,Standard,F,M,2,28267.000000,N,214.410000,30.093333,2,Current
394,8.650000,9.220000,77.000000,0,CH,Budget,Standard,F,M,2,36725.100000,N,94.880000,55.793333,2,Current
398,20.860000,0.860000,19.780000,0,CC,Budget,Standard,M,S,1,94188.300000,N,41.510000,57.546667,2,Current
401,15.320000,0.000000,6.740000,0,CC,Budget,Standard,F,M,2,91861.000000,Y,22.060000,41.980000,3,Current
404,17.490000,0.000000,106.100000,0,Auto,FreeLocal,Standard,F,S,1,12374.900000,Y,123.590000,33.493333,3,Vol
405,8.580000,0.000000,37.730000,0,CH,FreeLocal,Standard,F,M,2,69133.900000,Y,46.320000,26.833333,2,Current
407,11.140000,0.000000,12.580000,0,CH,FreeLocal,Intnl_discount,F,M,2,84948.000000,Y,23.730000,29.446667,3,Current
408,2.400000,0.000000,50.500000,0,Auto,Budget,Standard,F,M,2,30998.800000,N,52.910000,40.960000,2,Current
410,0.000000,0.000000,1.460000,0,CH,FreeLocal,Standard,M,S,0,15924.200000,N,1.460000,14.460000,2,Current
414,9.900000,9.170000,8.530000,0,CC,FreeLocal,Intnl_discount,M,M,2,21416.500000,N,27.610000,35.653333,1,Current
418,5.590000,7.260000,23.030000,0,Auto,Budget,Standard,M,M,2,78554.200000,N,35.880000,16.700000,3,Current
419,29.780000,0.000000,66.350000,0,Auto,FreeLocal,Standard,M,S,1,3960.500000,N,96.130000,14.693333,2,Vol
421,27.700000,6.110000,124.140000,2,CH,FreeLocal,Standard,M,M,0,60101.100000,Y,157.960000,63.766667,4,Current
422,0.000000,0.000000,0.970000,0,Auto,Budget,Standard,F,M,2,38215.900000,N,0.970000,30.886667,2,Current
423,28.000000,0.000000,160.420000,0,CC,FreeLocal,Standard,F,M,1,13829.400000,N,176.610000,22.000000,1,Vol
